open,high,low,close,adjClose,volume,Date
0.1,0.06,0.29,0.22,0.25,1076,2020-09-26
0.16,0.27,0.22,0.2,0.34,1054,2024-07-29
0.31,0.29,0.35,0.06,0.26,1336,2022-03-22
0.06,0.19,0.31,0.31,0.07,1835,2023-06-24
0.2,0.27,0.11,0.07,0.25,1217,2022-06-10
0.22,0.31,0.33,0.33,0.11,1902,2023-10-30
0.27,0.08,0.16,0.14,0.32,1577,2024-01-01
0.23,0.23,0.14,0.29,0.2,1920,2021-04-05
0.08,0.25,0.14,0.09,0.08,1936,2020-10-17
0.27,0.15,0.12,0.12,0.1,1729,2020-11-05
0.07,0.34,0.23,0.24,0.24,1378,2021-04-03
0.1,0.17,0.27,0.16,0.08,1359,2024-08-05
0.32,0.05,0.34,0.05,0.35,1544,2022-03-22
0.07,0.28,0.33,0.33,0.1,1299,2025-04-08
0.09,0.24,0.13,0.14,0.3,1061,2025-02-03
0.29,0.18,0.08,0.15,0.28,1010,2023-10-07
0.19,0.21,0.32,0.05,0.14,1209,2024-04-27
0.25,0.13,0.1,0.21,0.32,1137,2023-03-25
0.21,0.33,0.26,0.17,0.19,1817,2024-05-02
0.28,0.23,0.32,0.3,0.08,1711,2023-10-02
0.21,0.34,0.34,0.21,0.12,1878,2021-02-22
0.05,0.11,0.34,0.15,0.2,1779,2022-10-20
0.19,0.33,0.12,0.33,0.09,1164,2021-09-26
0.19,0.12,0.28,0.15,0.11,1633,2025-08-07
0.34,0.08,0.12,0.34,0.11,1480,2021-02-27
0.18,0.14,0.14,0.31,0.1,1934,2022-07-31
0.1,0.14,0.28,0.32,0.17,1961,2020-08-11
0.12,0.23,0.12,0.29,0.18,1645,2022-10-13
0.07,0.28,0.2,0.25,0.33,1778,2023-02-18
0.27,0.14,0.11,0.2,0.06,1107,2023-11-07
0.06,0.32,0.34,0.28,0.07,1683,2021-01-26
0.26,0.05,0.28,0.34,0.27,1713,2022-11-24
0.08,0.11,0.13,0.29,0.33,1733,2024-02-20
0.29,0.09,0.3,0.17,0.33,1114,2021-03-28
0.08,0.27,0.28,0.21,0.08,1162,2024-07-14
0.14,0.21,0.28,0.08,0.3,1023,2021-11-26
0.2,0.33,0.27,0.21,0.16,1011,2022-06-20
0.27,0.16,0.12,0.07,0.29,1926,2022-07-22
0.32,0.29,0.31,0.28,0.19,1732,2025-08-19
0.34,0.28,0.18,0.32,0.26,1028,2021-08-19
0.11,0.27,0.31,0.35,0.14,1194,2021-10-22
0.14,0.22,0.06,0.19,0.12,1449,2020-10-15
0.15,0.24,0.2,0.24,0.2,1262,2021-06-06
0.23,0.28,0.34,0.24,0.16,1084,2024-11-23
0.18,0.31,0.13,0.1,0.1,1621,2025-10-21
0.24,0.12,0.32,0.17,0.34,1889,2025-04-12
0.21,0.28,0.34,0.23,0.26,1061,2024-10-06
0.11,0.3,0.06,0.3,0.24,1166,2022-10-01
0.21,0.08,0.07,0.24,0.07,1460,2022-05-04
0.05,0.1,0.31,0.18,0.3,1691,2021-07-01
0.31,0.23,0.34,0.16,0.12,1159,2024-12-16
0.17,0.14,0.13,0.25,0.16,1383,2021-04-01
0.23,0.16,0.33,0.21,0.18,1469,2022-04-25
0.32,0.15,0.29,0.24,0.33,1445,2021-10-19
0.07,0.34,0.33,0.15,0.11,1092,2022-06-15
0.16,0.29,0.12,0.19,0.14,1684,2023-03-08
0.22,0.34,0.17,0.1,0.31,1416,2022-11-22
0.3,0.22,0.32,0.13,0.19,1684,2023-06-04
0.26,0.31,0.3,0.16,0.26,1417,2023-10-30
0.17,0.26,0.11,0.22,0.12,1450,2022-11-26
0.28,0.08,0.09,0.34,0.13,1021,2022-10-22
0.3,0.11,0.06,0.22,0.12,1519,2021-10-06
0.25,0.05,0.05,0.08,0.12,1552,2024-12-14
0.27,0.29,0.19,0.21,0.22,1335,2023-11-24
0.26,0.18,0.21,0.16,0.26,1384,2023-04-10
0.22,0.21,0.35,0.29,0.32,1534,2025-03-06
0.05,0.12,0.08,0.11,0.24,1545,2024-06-14
0.06,0.18,0.15,0.16,0.13,1958,2026-01-01
0.29,0.22,0.1,0.18,0.26,1321,2021-06-04
0.21,0.21,0.35,0.18,0.06,1119,2022-11-02
0.27,0.27,0.1,0.2,0.11,1307,2022-03-26
0.33,0.1,0.27,0.18,0.21,1015,2021-03-29
0.28,0.31,0.23,0.06,0.07,1588,2022-09-08
0.08,0.14,0.09,0.29,0.19,1611,2024-04-13
0.07,0.15,0.15,0.15,0.29,1564,2024-08-20
0.09,0.16,0.16,0.29,0.16,1552,2023-08-07
0.23,0.11,0.07,0.29,0.12,1506,2023-09-17
0.12,0.15,0.14,0.09,0.14,1439,2023-12-08
0.32,0.33,0.18,0.19,0.33,1948,2025-01-22
0.28,0.18,0.08,0.25,0.08,1007,2024-11-30
0.33,0.21,0.23,0.12,0.33,1425,2020-12-29
0.22,0.3,0.2,0.33,0.1,1953,2024-10-24
0.26,0.13,0.17,0.33,0.18,1506,2023-05-12
0.06,0.23,0.28,0.16,0.23,1417,2023-03-12
0.05,0.18,0.27,0.34,0.2,1297,2025-11-27
0.22,0.33,0.12,0.24,0.21,1002,2020-12-25
0.34,0.2,0.3,0.18,0.35,1231,2021-01-19
0.28,0.1,0.06,0.32,0.32,1967,2022-01-19
0.13,0.23,0.27,0.15,0.06,1021,2022-11-30
0.34,0.25,0.3,0.31,0.08,1899,2025-11-30
0.27,0.22,0.1,0.22,0.24,1297,2024-07-04
0.19,0.08,0.17,0.12,0.28,1910,2023-12-29
0.29,0.1,0.27,0.25,0.19,1203,2021-08-07
0.3,0.11,0.18,0.09,0.18,1812,2025-12-12
0.32,0.21,0.34,0.25,0.18,1057,2020-12-20
0.2,0.22,0.11,0.22,0.14,1415,2021-10-09
0.17,0.24,0.33,0.29,0.31,1171,2023-08-27
0.09,0.17,0.27,0.24,0.26,1408,2022-06-30
0.25,0.18,0.25,0.31,0.09,1617,2022-10-14
0.17,0.11,0.14,0.24,0.28,1340,2021-11-07
0.27,0.14,0.22,0.22,0.11,1475,2021-02-25
0.24,0.08,0.19,0.08,0.32,1042,2023-11-16
0.1,0.12,0.22,0.09,0.32,1593,2021-06-03
0.15,0.26,0.29,0.07,0.29,1625,2025-09-01
0.06,0.12,0.19,0.09,0.31,1458,2025-01-02
0.12,0.29,0.08,0.14,0.12,1286,2024-03-18
0.31,0.21,0.14,0.07,0.12,1374,2022-11-01
0.29,0.2,0.16,0.34,0.09,1942,2024-03-23
0.2,0.22,0.05,0.19,0.23,1328,2025-07-31
0.15,0.29,0.26,0.16,0.07,1074,2021-08-05
0.15,0.21,0.21,0.28,0.11,1390,2021-07-14
0.08,0.19,0.14,0.2,0.09,1539,2023-09-16
0.17,0.1,0.24,0.33,0.27,1689,2022-04-07
0.09,0.29,0.29,0.06,0.06,1379,2025-08-17
0.29,0.33,0.12,0.17,0.23,1857,2023-10-01
0.24,0.32,0.35,0.19,0.17,1556,2022-04-12
0.29,0.17,0.18,0.29,0.09,1695,2024-06-18
0.08,0.13,0.1,0.13,0.33,1532,2025-03-11
0.32,0.05,0.06,0.12,0.31,1079,2021-04-21
0.11,0.26,0.3,0.29,0.09,1523,2021-09-17
0.2,0.28,0.24,0.09,0.21,1289,2023-07-13
0.23,0.32,0.07,0.23,0.09,1028,2021-01-13
0.19,0.17,0.3,0.25,0.08,1918,2024-04-21
0.23,0.24,0.13,0.06,0.06,1197,2024-07-06
0.1,0.35,0.31,0.3,0.06,1546,2021-08-12
0.2,0.26,0.07,0.25,0.31,2000,2021-05-26
0.32,0.13,0.18,0.23,0.25,1169,2024-05-18
0.11,0.07,0.15,0.1,0.16,1015,2022-02-02
0.09,0.34,0.17,0.08,0.24,1336,2021-04-10
0.25,0.05,0.32,0.14,0.26,1947,2022-01-13
0.22,0.24,0.11,0.11,0.22,1635,2025-03-29
0.22,0.22,0.18,0.22,0.15,1735,2025-08-02
0.34,0.29,0.12,0.06,0.24,1526,2024-06-07
0.26,0.28,0.27,0.27,0.25,1748,2025-09-13
0.06,0.17,0.29,0.15,0.05,1652,2025-10-13
0.05,0.11,0.16,0.19,0.32,1738,2025-02-14
0.14,0.29,0.13,0.26,0.11,1035,2021-01-17
